client_name,client_version_from,client_version_to,release_order,num_commits,insertions,deletions,lines,files,self_driven_sdr
seneca,0.5.15,0.5.16,21,33,8077,4995,13072,122,FALSE
seneca,0.5.16,0.5.17,22,2,94,476,570,16,FALSE
seneca,0.5.17,0.5.18,23,46,5082,5899,10981,173,FALSE
seneca,0.5.18,0.5.19,24,6,498,937,1435,26,FALSE
seneca,0.5.19,0.5.20,25,47,1698,1124,2822,133,FALSE
seneca,0.5.20,0.5.21,26,17,1474,924,2398,37,FALSE
seneca,0.5.21,0.6.0-rc2,27,68,5466,4219,9685,199,FALSE
seneca,0.6.0,0.6.1-rc0,29,20,205,178,383,33,FALSE
seneca,0.6.1-rc0,0.6.1-rc1,30,3,145,39,184,8,TRUE
seneca,0.6.1-rc1,0.6.1-rc2,31,8,609,393,1002,19,FALSE
seneca,0.6.1-rc2,0.6.1,32,8,181,129,310,29,FALSE
seneca,0.6.1,0.6.2,33,44,4633,2679,7312,116,FALSE
seneca,0.6.2,0.6.3,34,23,9343,2100,11443,182,FALSE
seneca,0.6.3,0.6.4,35,11,466,253,719,25,FALSE
seneca,0.6.4,0.6.5,36,4,820,105,925,22,FALSE
seneca,0.6.5,0.7.0,37,41,16379,57969,74348,608,FALSE
seneca,0.7.0,0.7.1,38,5,26,9,35,9,TRUE
seneca,0.7.1,0.7.2,39,36,10516,26176,36692,362,FALSE
seneca,0.7.2,0.8.0,40,60,6031,4913,10944,283,FALSE
seneca,0.8.0,0.9.0,41,81,6185,4787,10972,214,FALSE
seneca,0.9.0,0.9.1,42,5,83,6,89,7,FALSE
seneca,0.9.1,0.9.2,43,11,79,30,109,20,FALSE
seneca,0.9.2,0.9.3,44,15,324,41,365,26,FALSE
seneca,0.9.3,1.0.0,45,34,1197,1097,2294,106,FALSE
seneca,1.0.0,1.1.0,46,45,2452,1254,3706,225,FALSE
seneca,1.1.0,1.2.0,47,10,69,1031,1100,20,FALSE
seneca,1.2.0,1.3.0,48,18,484,100,584,33,FALSE
seneca,1.3.0,1.4.0,49,20,666,395,1061,49,FALSE
seneca,1.4.0,2.0.0,50,8,45,11,56,18,FALSE
seneca,2.0.0,2.0.1,51,6,32,13,45,6,FALSE
seneca,2.0.1,2.1.0,52,21,842,1177,2019,41,FALSE
seneca,2.1.0,3.0.0,53,151,7375,23945,31320,719,FALSE
seneca,3.0.0,3.1.0,54,36,1586,699,2285,84,FALSE
seneca,3.1.0,3.2.0,55,17,2223,1394,3617,55,FALSE
seneca,3.2.0,3.2.1,56,3,3,3,6,3,TRUE
seneca,3.2.1,3.2.2,57,14,2456,1436,3892,82,FALSE
seneca,3.2.2,3.3.0,58,16,1468,1180,2648,48,FALSE
serve-index,1.0.0,1.0.1,1,3,5,2,7,3,TRUE
serve-index,1.0.1,1.0.2,2,9,41,13,54,11,FALSE
serve-index,1.0.2,1.0.3,3,6,71,38,109,9,FALSE
serve-index,1.0.3,1.1.0,4,15,525,227,752,34,FALSE
serve-index,1.1.0,1.1.1,5,4,13,14,27,6,FALSE
serve-index,1.1.1,1.1.2,6,2,9,4,13,4,FALSE
serve-index,1.1.2,1.1.3,7,2,10,4,14,4,FALSE
serve-index,1.1.3,1.1.4,8,2,9,4,13,4,TRUE
serve-index,1.1.4,1.1.5,9,7,45,27,72,12,FALSE
serve-index,1.1.5,1.1.6,10,2,17,8,25,5,FALSE
serve-index,1.1.6,1.2.0,11,10,157,72,229,18,FALSE
serve-index,1.2.0,1.2.1,12,3,9,3,12,5,FALSE
serve-index,1.2.1,1.3.0,13,5,218,150,368,19,FALSE
serve-index,1.3.0,1.3.1,14,5,24,12,36,8,FALSE
serve-index,1.3.1,1.4.0,15,3,54,9,63,10,FALSE
serve-index,1.4.0,1.4.1,16,3,12,5,17,5,FALSE
serve-index,1.4.1,1.5.0,17,5,20,27,47,10,FALSE
serve-index,1.5.0,1.5.1,18,6,58,55,113,10,FALSE
serve-index,1.5.1,1.5.2,19,3,10,5,15,5,FALSE
serve-index,1.5.2,1.5.3,20,5,18,7,25,9,FALSE
serve-index,1.5.3,1.6.0,21,7,29,12,41,15,FALSE
serve-index,1.6.0,1.6.1,22,4,41,11,52,10,FALSE
serve-index,1.6.1,1.6.2,23,8,30,23,53,13,FALSE
serve-index,1.6.2,1.6.3,24,8,88,33,121,19,FALSE
serve-index,1.6.3,1.6.4,25,8,23,10,33,14,FALSE
serve-index,1.6.4,1.7.0,26,13,382,167,549,28,FALSE
serve-index,1.7.0,1.7.1,27,4,15,7,22,8,FALSE
serve-index,1.7.1,1.7.2,28,3,13,5,18,6,FALSE
serve-index,1.7.2,1.7.3,29,17,51,23,74,30,FALSE
serve-index,1.7.3,1.8.0,30,14,53,22,75,25,FALSE
serve-index,1.8.0,1.9.0,31,35,141,100,241,64,FALSE
showdown,0.0.1,0.1.0,1,32,2220,1955,4175,130,FALSE
showdown,0.1.0,0.2.0,2,6,17,17,34,6,TRUE
showdown,0.2.0,0.3.0,3,46,1733,369,2102,103,FALSE
showdown,0.3.0,0.3.1,4,21,383,206,589,52,FALSE
showdown,0.3.1,0.3.4,5,68,14199,17187,31386,463,FALSE
showdown,0.3.4,0.4.0,6,1,10,8,18,8,TRUE
showdown,0.4.0,0.5.0,7,11,3371,3261,6632,60,FALSE
showdown,0.5.0,0.5.2,8,43,3453,6992,10445,237,FALSE
showdown,0.5.2,0.5.3,9,1,0,1,1,1,TRUE
showdown,0.5.3,0.5.4,10,1,0,1,1,1,TRUE
showdown,1.0.0-alpha1,1.0.0,13,24,296,80,376,40,FALSE
showdown,1.0.0,1.0.1,14,6,60,185,245,9,TRUE
showdown,1.0.1,1.0.2,15,8,55,7,62,18,TRUE
showdown,1.0.2,1.1.0,16,42,2904,912,3816,583,FALSE
showdown,1.1.0,1.2.0,17,35,1886,438,2324,218,FALSE
showdown,1.2.0,1.2.1,18,26,1061,108,1169,104,FALSE
showdown,1.2.1,1.2.2,19,4,445,177,622,48,FALSE
showdown,1.2.2,1.2.3,20,12,272,27,299,80,FALSE
showdown,1.2.3,1.3.0,21,13,664,99,763,148,FALSE
showdown,1.3.0,1.4.0,22,24,987,687,1674,186,FALSE
showdown,1.4.0,1.4.1,23,3,51,6,57,11,FALSE
showdown,1.4.1,1.4.2,24,8,398,9,407,51,FALSE
showdown,1.4.2,1.4.3,25,14,197,169,366,46,FALSE
showdown,1.4.3,1.4.4,26,10,161,498,659,170,FALSE
showdown,1.4.4,1.5.0,27,5,361,64,425,38,FALSE
showdown,1.5.0,1.5.1,28,8,159,54,213,33,FALSE
showdown,1.5.1,1.5.2,29,6,119,7,126,39,FALSE
showdown,1.5.2,1.5.3,30,4,32,16,48,19,FALSE
showdown,1.5.3,1.5.4,31,5,448,42,490,42,FALSE
showdown,1.5.4,1.5.5,32,6,306,99,405,31,FALSE
showdown,1.5.5,1.6.0,33,15,563,169,732,86,FALSE
showdown,1.6.0,1.6.1,34,12,2965,592,3557,221,FALSE
showdown,1.6.1,1.6.2,35,8,165,71,236,53,TRUE
showdown,1.6.2,1.6.3,36,14,302,132,434,91,FALSE
showdown,1.6.3,1.6.4,37,14,537,361,898,110,FALSE
showdown,1.6.4,1.7.0,38,34,1274,487,1761,193,FALSE
standard-version,1.1.0,2.1.1,1,8,119,48,167,16,FALSE
standard-version,2.1.1,2.1.2,2,3,14,4,18,4,FALSE
standard-version,2.1.2,2.2.0,3,7,172,36,208,13,FALSE
standard-version,2.2.0,2.2.1,4,4,16,6,22,4,TRUE
standard-version,2.2.1,2.3.0,5,10,160,65,225,16,FALSE
standard-version,2.3.0,2.3.1,6,4,54,20,74,6,FALSE
standard-version,2.3.1,2.4.0,7,8,47,15,62,9,FALSE
standard-version,2.4.0,3.0.0,8,25,443,187,630,44,FALSE
standard-version,3.0.0,4.0.0-0,9,10,377,45,422,18,FALSE
standard-version,4.0.0-0,4.0.0-1,10,8,154,90,244,15,TRUE
standard-version,4.0.0-1,4.0.0,11,2,6,6,12,3,FALSE
stream-buffers,0.1.0,0.2.0,1,1,43,66,109,5,TRUE
stream-buffers,0.2.0,0.2.1,2,1,12,0,12,1,FALSE
stream-buffers,0.2.1,0.2.2,3,6,19,6,25,7,FALSE
stream-buffers,0.2.2,0.2.3,4,4,20,7,27,7,FALSE
stream-buffers,0.2.3,0.2.4,5,8,49,7,56,10,FALSE
stream-buffers,0.2.4,0.2.5,6,3,121,97,218,11,FALSE
stream-buffers,0.2.5,0.2.6,7,6,110,71,181,10,FALSE
stream-buffers,0.2.6,1.0.0,8,5,16,5,21,5,TRUE
stream-buffers,1.0.0,1.0.1,9,6,10,10,20,6,FALSE
stream-buffers,1.0.1,1.1.0,10,9,119,40,159,11,FALSE
stream-buffers,1.1.0,2.0.0,11,12,188,105,293,14,FALSE
stream-buffers,2.0.0,2.1.0,12,1,1,1,2,1,TRUE
stream-buffers,2.1.0,2.2.0,13,5,15,1,16,7,FALSE
stream-buffers,2.2.0,3.0.0,14,15,1634,1891,3525,38,FALSE
stream-buffers,3.0.0,3.0.1,15,5,9,3,12,5,FALSE
tcomb,0.0.1,0.0.2,1,3,611,716,1327,12,FALSE
tcomb,0.0.2,0.0.3,2,1,10,21,31,3,TRUE
tcomb,0.0.3,0.0.4,3,2,211,96,307,9,FALSE
tcomb,0.0.4,0.0.5,4,15,482,413,895,17,FALSE
tcomb,0.0.5,0.0.6,5,9,168,51,219,12,FALSE
tcomb,0.0.6,0.0.7,6,4,139,84,223,6,TRUE
tcomb,0.0.7,0.0.8,7,19,145,26,171,26,FALSE
tcomb,0.0.8,0.0.9,8,17,1854,1161,3015,66,TRUE
tcomb,0.0.9,0.0.10,9,21,1009,627,1636,79,FALSE
tcomb,0.0.10,0.0.11,10,13,2016,862,2878,118,TRUE
tcomb,0.0.11,0.0.12,11,14,1441,1210,2651,57,FALSE
tcomb,0.0.12,0.1.0,12,17,339,1316,1655,56,FALSE
tcomb,0.1.0,0.2.0,13,5,34,15,49,10,FALSE
tcomb,0.2.0,0.2.1,14,15,528,797,1325,36,FALSE
tcomb,0.2.1,0.3.0,15,31,32210,1325,33535,86,FALSE
tcomb,0.3.0,0.3.1,16,6,35,134,169,14,FALSE
tcomb,0.3.1,0.3.2,17,4,29,50,79,13,FALSE
tcomb,0.3.2,0.3.3,18,3,175,151,326,8,FALSE
tcomb,0.3.3,0.3.4,19,4,294,189,483,13,FALSE
tcomb,0.3.4,0.3.5,20,3,39,8,47,12,FALSE
tcomb,0.3.5,0.3.6,21,1,44,24,68,7,FALSE
tcomb,0.3.6,0.4.0,22,7,2952,32421,35373,44,FALSE
tcomb,0.4.0,1.0.0,23,15,295,522,817,41,FALSE
tcomb,1.0.0,1.0.1,24,1,10,6,16,6,FALSE
tcomb,1.0.1,1.0.2,25,1,22,153,175,6,FALSE
tcomb,1.0.2,1.0.3,26,1,23,14,37,6,FALSE
tcomb,1.0.3,1.1.0,27,23,3714,3621,7335,82,FALSE
tcomb,2.0.0-beta,2.0.0,29,7,168,129,297,11,FALSE
tcomb,2.0.0,2.0.1,30,1,17,3,20,3,FALSE
tcomb,2.0.1,2.1.0,31,5,1176,996,2172,22,FALSE
tcomb,2.1.0,2.2.0,32,11,920,636,1556,25,FALSE
tcomb,2.2.0,2.2.1,33,8,375,172,547,18,FALSE
tcomb,2.2.1,2.3.0,34,4,4332,4098,8430,49,FALSE
tcomb,2.3.0,2.4.0,35,16,290,170,460,29,FALSE
tcomb,2.4.0,2.4.1,36,8,199,99,298,18,FALSE
tcomb,2.4.1,2.5.0,37,14,1261,883,2144,46,FALSE
tcomb,2.5.0,2.5.1,38,5,100,19,119,16,FALSE
tcomb,2.5.1,2.5.2,39,4,23,13,36,7,FALSE
tcomb,2.5.2,2.6.0,40,50,8329,4616,12945,237,FALSE
tcomb,2.6.0,2.7.0,41,20,803,109,912,57,FALSE
tcomb,2.7.0,3.0.0,42,14,62,20,82,17,FALSE
tcomb,3.0.0,3.1.0,43,33,3627,948,4575,128,FALSE
tcomb,3.1.0,3.2.0,44,18,2176,170,2346,39,FALSE
tcomb,3.2.0,3.2.1,45,4,68,16,84,12,FALSE
tcomb,3.2.1,3.2.2,46,2,46,30,76,8,FALSE
tcomb,3.2.2,3.2.3,47,5,32,8,40,10,FALSE
tcomb,3.2.3,3.2.4,48,2,16,10,26,8,FALSE
tcomb,3.2.4,3.2.5,49,3,76,22,98,18,TRUE
tcomb,3.2.5,3.2.6,50,2,26,4,30,8,FALSE
tcomb,3.2.6,3.2.7,51,4,65,23,88,15,FALSE
tcomb,3.2.7,3.2.8,52,1,15,3,18,4,FALSE
tcomb,3.2.8,3.2.9,53,2,75,75,150,8,FALSE
tcomb,3.2.9,3.2.10,54,1,11,1,12,4,FALSE
tcomb,3.2.10,3.2.11,55,1,44,2,46,5,FALSE
tcomb,3.2.11,3.2.12,56,1,34,12,46,6,TRUE
tcomb,3.2.12,3.2.13,57,2,37,3,40,5,FALSE
tcomb,3.2.13,3.2.14,58,2,15,2,17,4,FALSE
tcomb,3.2.14,3.2.15,59,2,80,3,83,5,FALSE
tcomb,3.2.15,3.2.16,60,2,26,5,31,5,FALSE
tcomb,3.2.16,3.2.17,61,1,8,2,10,3,FALSE
tcomb,3.2.17,3.2.18,62,1,7,2,9,3,FALSE
tcomb,3.2.18,3.2.19,63,1,8,1,9,3,FALSE
tcomb,3.2.19,3.2.20,64,1,14,4,18,3,TRUE
thenify,1.0.0,2.0.0,1,2,212,2,214,9,FALSE
thenify,2.0.0,3.0.0,2,3,82,21,103,6,FALSE
thenify,3.0.0,3.1.0,3,2,160,13,173,4,FALSE
thenify,3.1.0,3.1.1,4,10,19,14,33,10,FALSE
thenify,3.1.1,3.2.0,5,7,14,13,27,9,FALSE
thenify,3.2.0,3.2.1,6,3,8,5,13,4,FALSE
thenify,3.2.1,3.3.0,7,4,153,18,171,7,FALSE
three,0.54.0-dev,0.54.0,1,371,692076,572819,1264895,2360,FALSE
three,0.54.1-dev,0.54.2-dev,3,60,326870,242638,569508,923,FALSE
three,0.54.2-dev,0.54.3-dev,4,1,111,38,149,1,TRUE
three,0.54.3-dev,0.54.4-dev,5,2,47,21,68,3,TRUE
three,0.54.4-dev,0.54.5-dev,6,30,76659,72108,148767,140,FALSE
three,0.54.5-dev,0.54.6-dev,7,31,10495,1203,11698,129,FALSE
three,0.54.6-dev,0.54.7-dev,8,3,95,99,194,11,TRUE
three,0.54.7-dev,0.54.8-dev,9,31,85437,80118,165555,154,FALSE
three,0.54.8-dev,0.54.9-dev,10,26,39153,37270,76423,96,FALSE
three,0.54.9-dev,0.54.10-dev,11,11,9060,636,9696,66,FALSE
three,0.54.10-dev,0.54.11-dev,12,49,116181,121216,237397,304,FALSE
three,0.54.11-dev,0.54.12-dev,13,82,14334,12160,26494,413,FALSE
three,0.54.12-dev,0.55.0,14,81,24472,15921,40393,262,FALSE
three,0.55.0,0.56.0,15,179,82819,48444,131263,616,FALSE
three,0.56.0,0.56.1,16,1,111,38,149,1,TRUE
three,0.56.1,0.56.2,17,1,111,38,149,1,TRUE
three,0.56.2,0.56.3,18,1,111,38,149,1,TRUE
three,0.56.3,0.56.4,19,1,1,0,1,1,TRUE
three,0.56.4,0.56.7,20,491,110398,72844,183242,1897,FALSE
three,0.58.1,0.58.2,22,94,12942,7417,20359,535,FALSE
three,0.58.2,0.58.3,23,1,111,38,149,1,TRUE
three,0.58.3,0.58.4,24,1,111,38,149,1,TRUE
three,0.58.4,0.58.5,25,1,111,38,149,1,TRUE
three,0.58.5,0.58.6,26,1,111,38,149,1,TRUE
three,0.58.6,0.58.7,27,3,8,8,16,6,TRUE
three,0.58.7,0.58.8,28,1,3,1,4,1,TRUE
three,0.58.8,0.58.9,29,14,588,443,1031,35,TRUE
three,0.58.9,0.58.10,30,639,168829,58819,227648,1783,FALSE
three,0.58.10,0.66.0,31,1208,484475,268175,752650,3712,FALSE
three,0.66.0,0.66.1,32,4,413,8,421,10,TRUE
three,0.66.1,0.66.2,33,1,111,38,149,1,TRUE
three,0.66.2,0.66.6,34,1540,264005,157211,421216,6228,FALSE
three,0.66.6,0.66.7,35,57,54723,32606,87329,942,FALSE
three,0.66.7,0.66.8,36,16,8880,4179,13059,137,FALSE
three,0.66.8,0.66.9,37,1,111,38,149,1,TRUE
three,0.66.9,0.66.10,38,8,377,412,789,44,FALSE
three,0.66.10,0.66.11,39,1,111,38,149,1,TRUE
three,0.66.11,0.66.12,40,7,285,86,371,10,TRUE
three,0.66.12,0.66.13,41,1,111,38,149,1,TRUE
three,0.66.13,0.66.14,42,1,111,38,149,1,TRUE
three,0.66.14,0.66.15,43,22,520,381,901,28,FALSE
three,0.66.15,0.66.16,44,1,111,38,149,1,TRUE
three,0.66.16,0.66.17,45,1,111,38,149,1,TRUE
three,0.66.17,0.66.18,46,10,123392,63671,187063,1435,FALSE
three,0.66.18,0.66.19,47,1,111,38,149,1,TRUE
three,0.66.19,0.66.20,48,1,111,38,149,1,TRUE
three,0.66.20,0.66.21,49,1,111,38,149,1,TRUE
three,0.66.21,0.66.22,50,1,111,38,149,1,TRUE
three,0.66.22,0.66.23,51,28,178972,243588,422560,626,FALSE
three,0.66.23,0.66.24,52,17,42632,36826,79458,223,TRUE
three,0.66.24,0.66.25,53,1,111,38,149,1,TRUE
three,0.66.25,0.66.26,54,15,78637,1229,79866,234,FALSE
three,0.66.26,0.66.27,55,34,2655,1120,3775,119,FALSE
three,0.66.27,0.66.28,56,9,197,156,353,13,FALSE
three,0.66.28,0.66.29,57,1,6,6,12,1,TRUE
three,0.66.29,0.66.30,58,1,50,68,118,2,TRUE
three,0.66.30,0.66.31,59,10,456,784,1240,20,TRUE
three,0.66.31,0.66.32-dev,60,35,1648,1043,2691,58,FALSE
three,0.66.32-dev,0.66.35,61,191,13816,12886,26702,925,FALSE
three,0.66.35,0.66.36,62,1,111,38,149,1,TRUE
three,0.66.36,0.66.37,63,30,1429,1300,2729,91,FALSE
three,0.66.37,0.66.38,64,37,49082,49771,98853,946,FALSE
three,0.66.38,0.66.39,65,1,111,38,149,1,TRUE
three,0.66.39,0.66.40,66,6,12,4,16,9,TRUE
three,0.66.40,0.66.41,67,346,99261,55888,155149,2985,FALSE
three,0.66.41,0.66.42,68,4,21,17,38,5,FALSE
three,0.66.42,0.66.43,69,194,38746,19301,58047,1221,FALSE
three,0.66.43,0.66.45,70,27,4675,2864,7539,259,FALSE
three,0.66.45,0.66.46,71,2,1,0,1,3,TRUE
three,0.66.46,0.66.47,72,55,8536,7935,16471,78,FALSE
three,0.66.47,0.66.48,73,8,2417,518,2935,43,FALSE
three,0.66.48,0.66.49,74,39,7337,6632,13969,386,FALSE
three,0.66.49,0.66.50,75,39,989,3226,4215,158,FALSE
three,0.66.50,0.66.51,76,20,1173,354,1527,74,FALSE
three,0.66.51,0.66.52,77,1,111,38,149,1,TRUE
three,0.66.52,0.66.53,78,27,15206,12822,28028,355,FALSE
three,0.66.53,0.66.54,79,1,111,38,149,1,TRUE
three,0.66.54,0.66.55,80,1,111,38,149,1,TRUE
three,0.66.55,0.66.56,81,1,111,38,149,1,TRUE
three,0.66.56,0.66.57,82,1,111,38,149,1,TRUE
three,0.66.57,0.66.58,83,1,36,0,36,2,TRUE
three,0.66.58,0.66.59,84,1,111,38,149,1,TRUE
three,0.66.59,0.66.60,85,1,111,38,149,1,TRUE
three,0.66.60,0.66.61,86,1,111,38,149,1,TRUE
three,0.66.61,0.66.62,87,8,702,610,1312,42,FALSE
three,0.66.62,0.66.63,88,4,8,6,14,4,FALSE
three,0.66.63,0.66.64,89,1,111,38,149,1,TRUE
three,0.66.64,0.66.65,90,48,2848,791,3639,64,FALSE
three,0.66.65,0.66.66,91,7,465,175,640,47,TRUE
three,0.66.66,0.66.67,92,1,111,38,149,1,TRUE
three,0.66.67,0.66.68,93,5,256,178,434,43,TRUE
three,0.66.68,0.66.69,94,1,111,38,149,1,TRUE
three,0.66.69,0.66.70,95,30,1011,1054,2065,103,FALSE
three,0.66.70,0.66.71,96,1,111,38,149,1,TRUE
three,0.66.71,0.66.72,97,1,111,38,149,1,FALSE
three,0.66.72,0.66.73,98,1,111,38,149,1,TRUE
three,0.66.73,0.66.74,99,2,198,51,249,5,TRUE
three,0.66.74,0.66.75,100,4,200,290,490,11,TRUE
three,0.66.75,0.66.76,101,8,480,462,942,34,FALSE
three,0.66.76,0.66.77,102,143,11097,8501,19598,407,FALSE
three,0.66.77,0.66.78,103,1,111,38,149,1,TRUE
three,0.66.78,0.66.79,104,5,486,197,683,14,FALSE
three,0.66.79,0.66.80,105,38,1582,492,2074,52,FALSE
three,0.66.80,0.66.81,106,22,34031,1712,35743,73,FALSE
three,0.66.81,0.66.82,107,2011,815225,572284,1387509,13085,FALSE
three,0.66.83,0.66.84,109,31,42398,19811,62209,514,FALSE
three,0.66.84,0.66.85,110,51,7831,4711,12542,223,FALSE
three,0.66.85,0.66.86,111,313,101894,74806,176700,1382,FALSE
three,0.66.86,0.66.87,112,1037,323388,266266,589654,6093,FALSE
three,0.66.87,0.66.88,113,537,320335,204860,525195,4720,FALSE
three,0.66.88,0.66.89,114,6,550,535,1085,94,TRUE
three,0.66.89,0.66.90,115,1,111,38,149,1,TRUE
three,0.66.90,0.66.91,116,1,111,38,149,1,TRUE
three,0.66.91,0.66.92,117,6,66,45,111,8,TRUE
three,0.66.92,0.66.93,118,1,111,38,149,1,TRUE
three,0.66.93,0.66.94,119,26,6532,2960,9492,133,TRUE
three,0.66.94,0.66.95,120,1,111,38,149,1,TRUE
three,0.66.95,0.66.96,121,1,734,0,734,3,TRUE
three,0.66.96,0.66.97,122,256,420736,180281,601017,2872,FALSE
three,0.67.0,0.68.0,124,249,34444,24538,58982,916,FALSE
three,0.68.0,0.68.86,125,2647,1087988,743891,1831879,17496,FALSE
three,0.68.86,0.68.87,126,1036,323391,266271,589662,6092,FALSE
three,0.69.0,0.70.0,128,726,452409,397496,849905,5992,FALSE
three,0.70.0,0.70.1,129,462,96291,61458,157749,2890,FALSE
three,0.71.0,0.71.1,131,1295,376966,234087,611053,6561,FALSE
three,0.71.1,0.72.0,132,324,71882,73386,145268,1846,FALSE
three,0.72.0,0.73.0,133,704,419031,278714,697745,5531,FALSE
three,0.73.0,0.73.1,134,1138,804457,310621,1115078,7646,FALSE
three,0.73.1,0.73.2,135,7,171,108,279,58,FALSE
three,0.73.2,0.74.0,136,228,216945,19456,236401,1329,FALSE
three,0.74.0,0.75.0,137,582,127253,57040,184293,2525,FALSE
three,0.75.0,0.76.1,138,319,1020021,28999,1049020,2072,FALSE
three,0.76.1,0.77.0,139,172,24383,23645,48028,617,FALSE
three,0.77.0,0.77.1,140,1,2,2,4,1,TRUE
three,0.77.1,0.78.0,141,131,51803,13586,65389,512,FALSE
three,0.78.0,0.79.0,142,168,135606,83988,219594,342,FALSE
three,0.79.0,0.80.0,143,161,68098,65675,133773,1175,FALSE
three,0.80.0,0.80.1,144,4,617,589,1206,5,FALSE
three,0.80.1,0.81.0,145,119,53484,50902,104386,396,FALSE
three,0.81.0,0.81.1,146,19,27004,27054,54058,27,FALSE
three,0.81.1,0.81.2,147,4,6,6,12,4,TRUE
three,0.81.2,0.82.0,148,137,57918,9313,67231,331,FALSE
three,0.82.0,0.82.1,149,12,306,229,535,21,FALSE
three,0.82.1,0.83.0,150,985,542683,266504,809187,6983,FALSE
three,0.83.0,0.84.0,151,404,1136897,231387,1368284,3814,FALSE
three,0.84.0,0.85.0,152,1150,1821894,519065,2340959,9333,FALSE
three,0.85.0,0.85.1,153,38,8004,5240,13244,222,FALSE
three,0.85.1,0.85.2,154,25,8029,1031,9060,41,FALSE
through,0.0.1,0.0.2,1,2,21,1,22,2,TRUE
through,0.0.2,0.0.3,2,4,9,64,73,5,TRUE
through,0.0.3,0.0.4,3,4,75,22,97,6,FALSE
through,0.0.4,0.1.0,4,2,2,1,3,2,FALSE
through,0.1.0,0.1.1,5,2,2,2,4,2,TRUE
through,0.1.1,0.1.2,6,2,2,1,3,2,TRUE
through,0.1.2,0.1.3,7,3,8,3,11,3,FALSE
through,0.1.3,0.1.4,8,1,1,1,2,1,TRUE
through,0.1.4,1.0.0,9,2,2,2,4,2,FALSE
through,1.0.0,1.1.0,10,5,122,7,129,5,FALSE
through,1.1.0,1.1.1,11,2,1,3,4,2,FALSE
through,1.1.1,1.1.2,12,1,38,4,42,2,FALSE
through,1.1.2,2.0.0,13,3,6,6,12,3,FALSE
through,2.0.0,2.1.0,14,2,11,14,25,2,FALSE
through,2.1.0,2.2.0,15,4,8,3,11,4,FALSE
through,2.2.0,2.2.1,16,4,12,8,20,4,FALSE
through,2.2.1,2.2.2,17,4,59,51,110,7,FALSE
through,2.2.2,2.2.4,18,4,4,4,8,4,FALSE
through,2.2.4,2.2.5,19,3,6,6,12,5,TRUE
through,2.2.5,2.2.6,20,2,2,2,4,2,TRUE
through,2.2.6,2.2.7,21,4,6,6,12,4,FALSE
through,2.2.7,2.3.1,22,6,62,10,72,6,FALSE
through,2.3.1,2.3.2,23,3,24,2,26,3,FALSE
through,2.3.2,2.3.3,24,3,3,1,4,3,TRUE
through,2.3.3,2.3.4,25,4,4,4,8,4,FALSE
through,2.3.4,2.3.6,26,10,61,28,89,11,FALSE
through,2.3.6,2.3.7,27,3,19,3,22,4,FALSE
through,2.3.7,2.3.8,28,3,3,3,6,3,FALSE
through2,0.0.0,0.0.1,1,1,1,1,2,1,TRUE
through2,0.0.1,0.0.2,2,1,1,1,2,1,TRUE
through2,0.0.2,0.0.3,3,1,1,1,2,1,TRUE
through2,0.0.3,0.0.4,4,6,349,3,352,12,TRUE
through2,0.0.4,0.0.5,5,4,6,4,10,4,TRUE
through2,0.0.5,0.1.0,6,6,265,21,286,11,FALSE
through2,0.1.0,0.2.0,7,1,12,2,14,3,FALSE
through2,0.2.0,0.2.1,8,1,2,3,5,2,FALSE
through2,0.2.1,0.2.2,9,1,2,2,4,1,FALSE
through2,0.2.2,0.2.3,10,3,10,7,17,4,FALSE
through2,0.2.3,0.3.0,11,10,181,35,216,18,FALSE
through2,0.3.0,0.4.0,12,8,102,39,141,13,FALSE
through2,0.4.0,0.4.1,13,1,3,3,6,1,FALSE
through2,0.4.1,0.4.2,14,5,28,9,37,5,FALSE
through2,0.4.2,0.5.0,15,4,6,3,9,4,FALSE
through2,0.5.0,0.5.1,16,2,2,2,4,2,TRUE
through2,0.5.1,0.6.0,17,12,62,23,85,12,FALSE
through2,0.6.0,0.6.1,18,4,57,3,60,5,FALSE
through2,0.6.1,0.6.2,19,2,2,2,4,2,FALSE
through2,0.6.2,0.6.3,20,9,59,40,99,10,FALSE
through2,0.6.3,0.6.4,21,3,13,8,21,3,FALSE
through2,0.6.4,0.6.5,22,2,1,18,19,2,TRUE
through2,1.0.0,1.1.0,24,23,98,37,135,23,FALSE
through2,1.1.0,1.1.1,25,3,56,2,58,4,FALSE
through2,1.1.1,2.0.0,26,18,83,75,158,19,FALSE
through2,2.0.0,2.0.1,27,8,8,6,14,8,FALSE
through2,2.0.1,2.0.2,28,4,10,7,17,4,FALSE
through2,2.0.2,2.0.3,29,2,10,40,50,3,TRUE
tildify,0.1.0,0.2.0,1,5,22,10,32,5,FALSE
tildify,0.2.0,1.0.0,2,2,6,4,10,3,FALSE
tildify,1.0.0,1.1.0,3,6,69,40,109,16,FALSE
tildify,1.1.0,1.1.1,4,6,32,11,43,8,FALSE
tildify,1.1.1,1.1.2,5,2,8,2,10,3,FALSE
tildify,1.1.2,1.2.0,6,4,50,60,110,11,FALSE
to-string-loader,1.0.0,1.1.0,1,2,1,2,3,2,TRUE
to-string-loader,1.1.0,1.1.1,2,2,2,2,4,2,TRUE
to-string-loader,1.1.1,1.1.2,3,2,6,3,9,2,TRUE
